timestamp,experiment,participant,model,trial,condition_id,condition,group,timbre,source,audio1,audio2,response,same_speaker_truth,rt_ms,session_id,age,ethnicity,dialect,first_language,other_languages,gender,speech_disorder,speech_disorder_desc,neurodivergent,neurodivergent_desc,technologies_used,ai_use_frequency,ai_attitude,final_feedback
7/31/2026,speaker_identity,65c10e1bba59f80070501946,openvoice,2,1,output_vs_timbreRef,bottom5,gujarati7__1504,english200__667,openvoice_bottom5_output_sentence1_timbre-gujarati7__1504__source-english200__667__openvoice_s1.wav,reference_sentence2_gujarati7__1504_s2.wav,yes,NA,2532,ms9miv3n-2q4amp49,,,,,,,,,,,,,,
7/31/2026,speaker_identity,5f7e6f9c1212c514f9437e3a,seed_vc,1,2,timbreRef_vs_timbreRef,top5,hindi19__2206,english584__2197,reference_sentence1_hindi19__2206_s1.wav,reference_sentence2_hindi19__2206_s2.wav,yes,same,672,ms9mhpn0-5a54kj2y,,,,,,,,,,,,,,
7/31/2026,speaker_identity,65d306f8b16eb5011ccb2025,openvoice,15,1,output_vs_timbreRef,bottom5,hindi12__1440,english200__667,reference_sentence1_hindi12__1440_s1.wav,openvoice_bottom5_output_sentence2_timbre-hindi12__1440__source-english200__667__openvoice_s2.wav,yes,NA,9372,ms9mfirv-dbjlppk0,,,,,,,,,,,,,,
7/31/2026,speaker_identity,6a11f7b5ae962e370425461e,openvoice,1,3,timbreRef_vs_sourceRef,top5,hindi19__2206,english584__2197,reference_sentence1_hindi19__2206_s1.wav,source_sentence2_english584__2197_s2.wav,no,different,826,ms9mlff2-emwt3bex,,,,,,,,,,,,,,
7/31/2026,speaker_identity,65c10e1bba59f80070501946,openvoice,3,2,timbreRef_vs_timbreRef,top5,gujarati13__2409,english200__667,reference_sentence1_gujarati13__2409_s1.wav,reference_sentence2_gujarati13__2409_s2.wav,yes,same,2070,ms9miv3n-2q4amp49,,,,,,,,,,,,,,
7/31/2026,speaker_identity,5f7e6f9c1212c514f9437e3a,seed_vc,2,2,timbreRef_vs_timbreRef,bottom5,hindi21__2236,english584__2197,reference_sentence1_hindi21__2236_s1.wav,reference_sentence2_hindi21__2236_s2.wav,yes,same,714,ms9mhpn0-5a54kj2y,,,,,,,,,,,,,,
7/31/2026,speaker_identity,6a11f7b5ae962e370425461e,openvoice,2,1,output_vs_timbreRef,bottom5,hindi7__867,english200__667,openvoice_bottom5_output_sentence1_timbre-hindi7__867__source-english200__667__openvoice_s1.wav,reference_sentence2_hindi7__867_s2.wav,no,NA,759,ms9mlff2-emwt3bex,,,,,,,,,,,,,,
7/31/2026,speaker_identity,65c10e1bba59f80070501946,openvoice,4,3,timbreRef_vs_sourceRef,top5,gujarati11__2301,english584__2197,reference_sentence1_gujarati11__2301_s1.wav,source_sentence2_english584__2197_s2.wav,no,different,2070,ms9miv3n-2q4amp49,,,,,,,,,,,,,,
7/31/2026,speaker_identity,5f7e6f9c1212c514f9437e3a,seed_vc,3,3,timbreRef_vs_sourceRef,bottom5,hindi26__2354,english584__2197,source_sentence1_english584__2197_s1.wav,reference_sentence2_hindi26__2354_s2.wav,no,different,1284,ms9mhpn0-5a54kj2y,,,,,,,,,,,,,,
7/31/2026,speaker_identity,6a11f7b5ae962e370425461e,openvoice,3,6,sourceRef_vs_sourceRef_cross,NA,NA,english584__2197__vs__english200__667,source_sentence1_english584__2197_s1.wav,source_sentence2_english200__667_s2.wav,no,different,788,ms9mlff2-emwt3bex,,,,,,,,,,,,,,
7/31/2026,speaker_identity,65d306f8b16eb5011ccb2025,openvoice,16,2,timbreRef_vs_timbreRef,bottom5,gujarati8__1678,english200__667,reference_sentence1_gujarati8__1678_s1.wav,reference_sentence2_gujarati8__1678_s2.wav,yes,same,2656,ms9mfirv-dbjlppk0,,,,,,,,,,,,,,
7/31/2026,speaker_identity,65c10e1bba59f80070501946,openvoice,5,3,timbreRef_vs_sourceRef,bottom5,gujarati9__2041,english584__2197,reference_sentence1_gujarati9__2041_s1.wav,source_sentence2_english584__2197_s2.wav,no,different,2059,ms9miv3n-2q4amp49,,,,,,,,,,,,,,
7/31/2026,speaker_identity,6a11f7b5ae962e370425461e,openvoice,4,2,timbreRef_vs_timbreRef,bottom5,hindi7__867,english200__667,reference_sentence1_hindi7__867_s1.wav,reference_sentence2_hindi7__867_s2.wav,yes,same,750,ms9mlff2-emwt3bex,,,,,,,,,,,,,,
7/31/2026,speaker_identity,65d306f8b16eb5011ccb2025,openvoice,17,1,output_vs_timbreRef,top5,gujarati11__2301,english584__2197,reference_sentence1_gujarati11__2301_s1.wav,openvoice_top5_output_sentence2_timbre-gujarati11__2301__source-english584__2197__openvoice_s2.wav,yes,NA,2069,ms9mfirv-dbjlppk0,,,,,,,,,,,,,,
7/31/2026,speaker_identity,5f7e6f9c1212c514f9437e3a,seed_vc,5,1,output_vs_timbreRef,top5,gujarati5__1016,english200__667,seed_vc_top5_output_sentence1_timbre-gujarati5__1016__source-english200__667__seed_vc_s1.wav,reference_sentence2_gujarati5__1016_s2.wav,yes,NA,1697,ms9mhpn0-5a54kj2y,,,,,,,,,,,,,,
7/31/2026,speaker_identity,65c10e1bba59f80070501946,openvoice,6,1,output_vs_timbreRef,top5,hindi19__2206,english584__2197,openvoice_top5_output_sentence1_timbre-hindi19__2206__source-english584__2197__openvoice_s1.wav,reference_sentence2_hindi19__2206_s2.wav,yes,NA,2161,ms9miv3n-2q4amp49,,,,,,,,,,,,,,
7/31/2026,speaker_identity,6a11f7b5ae962e370425461e,openvoice,5,1,output_vs_timbreRef,bottom5,gujarati7__1504,english200__667,openvoice_bottom5_output_sentence1_timbre-gujarati7__1504__source-english200__667__openvoice_s1.wav,reference_sentence2_gujarati7__1504_s2.wav,no,NA,1451,ms9mlff2-emwt3bex,,,,,,,,,,,,,,
7/31/2026,speaker_identity,5f7e6f9c1212c514f9437e3a,seed_vc,6,2,timbreRef_vs_timbreRef,top5,hindi10__1202,english200__667,reference_sentence1_hindi10__1202_s1.wav,reference_sentence2_hindi10__1202_s2.wav,yes,same,982,ms9mhpn0-5a54kj2y,,,,,,,,,,,,,,
7/31/2026,speaker_identity,65c10e1bba59f80070501946,openvoice,7,1,output_vs_timbreRef,top5,gujarati17__2824,english200__667,openvoice_top5_output_sentence1_timbre-gujarati17__2824__source-english200__667__openvoice_s1.wav,reference_sentence2_gujarati17__2824_s2.wav,yes,NA,2779,ms9miv3n-2q4amp49,,,,,,,,,,,,,,
7/31/2026,speaker_identity,6a11f7b5ae962e370425461e,openvoice,6,1,output_vs_timbreRef,bottom5,gujarati9__2041,english584__2197,reference_sentence1_gujarati9__2041_s1.wav,openvoice_bottom5_output_sentence2_timbre-gujarati9__2041__source-english584__2197__openvoice_s2.wav,no,NA,533,ms9mlff2-emwt3bex,,,,,,,,,,,,,,
7/31/2026,speaker_identity,5f7e6f9c1212c514f9437e3a,seed_vc,7,1,output_vs_timbreRef,top5,gujarati16__2558,english200__667,seed_vc_top5_output_sentence1_timbre-gujarati16__2558__source-english200__667__seed_vc_s1.wav,reference_sentence2_gujarati16__2558_s2.wav,yes,NA,692,ms9mhpn0-5a54kj2y,,,,,,,,,,,,,,
7/31/2026,speaker_identity,5d329756062745001921494a,openvoice,1,1,output_vs_timbreRef,top5,gujarati17__2824,english200__667,reference_sentence1_gujarati17__2824_s1.wav,openvoice_top5_output_sentence2_timbre-gujarati17__2824__source-english200__667__openvoice_s2.wav,no,NA,3092,ms9mjmyc-fyxrn8hv,,,,,,,,,,,,,,
7/31/2026,speaker_identity,65d306f8b16eb5011ccb2025,openvoice,18,4,output_vs_sourceRef,bottom5,gujarati9__2041,english584__2197,openvoice_bottom5_output_sentence1_timbre-gujarati9__2041__source-english584__2197__openvoice_s1.wav,source_sentence2_english584__2197_s2.wav,no,NA,1928,ms9mfirv-dbjlppk0,,,,,,,,,,,,,,
7/31/2026,speaker_identity,5f7e6f9c1212c514f9437e3a,seed_vc,8,3,timbreRef_vs_sourceRef,top5,gujarati16__2558,english200__667,reference_sentence1_gujarati16__2558_s1.wav,source_sentence2_english200__667_s2.wav,no,different,347,ms9mhpn0-5a54kj2y,,,,,,,,,,,,,,
7/31/2026,speaker_identity,6a11f7b5ae962e370425461e,openvoice,7,2,timbreRef_vs_timbreRef,top5,gujarati17__2824,english200__667,reference_sentence1_gujarati17__2824_s1.wav,reference_sentence2_gujarati17__2824_s2.wav,yes,same,991,ms9mlff2-emwt3bex,,,,,,,,,,,,,,
7/31/2026,speaker_identity,65c10e1bba59f80070501946,openvoice,8,4,output_vs_sourceRef,bottom5,gujarati9__2041,english584__2197,openvoice_bottom5_output_sentence1_timbre-gujarati9__2041__source-english584__2197__openvoice_s1.wav,source_sentence2_english584__2197_s2.wav,no,NA,2158,ms9miv3n-2q4amp49,,,,,,,,,,,,,,
7/31/2026,speaker_identity,5d329756062745001921494a,openvoice,2,2,timbreRef_vs_timbreRef,bottom5,hindi7__867,english200__667,reference_sentence1_hindi7__867_s1.wav,reference_sentence2_hindi7__867_s2.wav,yes,same,705,ms9mjmyc-fyxrn8hv,,,,,,,,,,,,,,
7/31/2026,speaker_identity,5f7e6f9c1212c514f9437e3a,seed_vc,9,5,sourceRef_vs_sourceRef,bottom5,hindi16__1966,english584__2197,source_sentence1_english584__2197_s1.wav,source_sentence2_english584__2197_s2.wav,yes,same,1125,ms9mhpn0-5a54kj2y,,,,,,,,,,,,,,
7/31/2026,speaker_identity,65d306f8b16eb5011ccb2025,openvoice,19,1,output_vs_timbreRef,bottom5,hindi7__867,english200__667,openvoice_bottom5_output_sentence1_timbre-hindi7__867__source-english200__667__openvoice_s1.wav,reference_sentence2_hindi7__867_s2.wav,yes,NA,2175,ms9mfirv-dbjlppk0,,,,,,,,,,,,,,
7/31/2026,speaker_identity,65c10e1bba59f80070501946,openvoice,9,6,sourceRef_vs_sourceRef_cross,NA,NA,english584__2197__vs__english200__667,source_sentence1_english584__2197_s1.wav,source_sentence2_english200__667_s2.wav,no,different,2192,ms9miv3n-2q4amp49,,,,,,,,,,,,,,
7/31/2026,speaker_identity,6a11f7b5ae962e370425461e,openvoice,8,2,timbreRef_vs_timbreRef,top5,hindi13__1633,english200__667,reference_sentence1_hindi13__1633_s1.wav,reference_sentence2_hindi13__1633_s2.wav,yes,same,3228,ms9mlff2-emwt3bex,,,,,,,,,,,,,,
7/31/2026,speaker_identity,5d329756062745001921494a,openvoice,3,5,sourceRef_vs_sourceRef,bottom5,gujarati9__2041,english584__2197,source_sentence1_english584__2197_s1.wav,source_sentence2_english584__2197_s2.wav,yes,same,655,ms9mjmyc-fyxrn8hv,,,,,,,,,,,,,,
7/31/2026,speaker_identity,5f7e6f9c1212c514f9437e3a,seed_vc,10,1,output_vs_timbreRef,bottom5,gujarati4__610,english200__667,seed_vc_bottom5_output_sentence1_timbre-gujarati4__610__source-english200__667__seed_vc_s1.wav,reference_sentence2_gujarati4__610_s2.wav,yes,NA,628,ms9mhpn0-5a54kj2y,,,,,,,,,,,,,,
7/31/2026,speaker_identity,6a11f7b5ae962e370425461e,openvoice,9,4,output_vs_sourceRef,bottom5,gujarati7__1504,english200__667,source_sentence1_english200__667_s1.wav,openvoice_bottom5_output_sentence2_timbre-gujarati7__1504__source-english200__667__openvoice_s2.wav,no,NA,1551,ms9mlff2-emwt3bex,,,,,,,,,,,,,,
7/31/2026,speaker_identity,5d329756062745001921494a,openvoice,4,1,output_vs_timbreRef,bottom5,gujarati8__1678,english200__667,openvoice_bottom5_output_sentence1_timbre-gujarati8__1678__source-english200__667__openvoice_s1.wav,reference_sentence2_gujarati8__1678_s2.wav,yes,NA,635,ms9mjmyc-fyxrn8hv,,,,,,,,,,,,,,
7/31/2026,speaker_identity,65d306f8b16eb5011ccb2025,openvoice,20,6,sourceRef_vs_sourceRef_cross,NA,NA,english200__667__vs__english584__2197,source_sentence1_english200__667_s1.wav,source_sentence2_english584__2197_s2.wav,no,different,2384,ms9mfirv-dbjlppk0,,,,,,,,,,,,,,
7/31/2026,speaker_identity,65c10e1bba59f80070501946,openvoice,10,3,timbreRef_vs_sourceRef,top5,gujarati17__2824,english200__667,source_sentence1_english200__667_s1.wav,reference_sentence2_gujarati17__2824_s2.wav,no,different,2380,ms9miv3n-2q4amp49,,,,,,,,,,,,,,
7/31/2026,speaker_identity,6a11f7b5ae962e370425461e,openvoice,10,4,output_vs_sourceRef,top5,gujarati13__2409,english200__667,openvoice_top5_output_sentence1_timbre-gujarati13__2409__source-english200__667__openvoice_s1.wav,source_sentence2_english200__667_s2.wav,no,NA,1372,ms9mlff2-emwt3bex,,,,,,,,,,,,,,
7/31/2026,speaker_identity,5d329756062745001921494a,openvoice,5,1,output_vs_timbreRef,top5,hindi13__1633,english200__667,openvoice_top5_output_sentence1_timbre-hindi13__1633__source-english200__667__openvoice_s1.wav,reference_sentence2_hindi13__1633_s2.wav,no,NA,648,ms9mjmyc-fyxrn8hv,,,,,,,,,,,,,,
7/31/2026,speaker_identity,5f7e6f9c1212c514f9437e3a,seed_vc,11,3,timbreRef_vs_sourceRef,top5,hindi19__2206,english584__2197,reference_sentence1_hindi19__2206_s1.wav,source_sentence2_english584__2197_s2.wav,no,different,820,ms9mhpn0-5a54kj2y,,,,,,,,,,,,,,
7/31/2026,speaker_identity,5d329756062745001921494a,openvoice,6,1,output_vs_timbreRef,bottom5,gujarati9__2041,english584__2197,openvoice_bottom5_output_sentence1_timbre-gujarati9__2041__source-english584__2197__openvoice_s1.wav,reference_sentence2_gujarati9__2041_s2.wav,yes,NA,823,ms9mjmyc-fyxrn8hv,,,,,,,,,,,,,,
7/31/2026,speaker_identity,65c10e1bba59f80070501946,openvoice,11,2,timbreRef_vs_timbreRef,top5,hindi19__2206,english584__2197,reference_sentence1_hindi19__2206_s1.wav,reference_sentence2_hindi19__2206_s2.wav,yes,same,2058,ms9miv3n-2q4amp49,,,,,,,,,,,,,,
7/31/2026,speaker_identity,6a11f7b5ae962e370425461e,openvoice,11,3,timbreRef_vs_sourceRef,top5,gujarati13__2409,english200__667,reference_sentence1_gujarati13__2409_s1.wav,source_sentence2_english200__667_s2.wav,no,different,454,ms9mlff2-emwt3bex,,,,,,,,,,,,,,
7/31/2026,speaker_identity,65d306f8b16eb5011ccb2025,openvoice,21,4,output_vs_sourceRef,bottom5,hindi7__867,english200__667,source_sentence1_english200__667_s1.wav,openvoice_bottom5_output_sentence2_timbre-hindi7__867__source-english200__667__openvoice_s2.wav,no,NA,1772,ms9mfirv-dbjlppk0,,,,,,,,,,,,,,
7/31/2026,speaker_identity,5f7e6f9c1212c514f9437e3a,seed_vc,12,1,output_vs_timbreRef,top5,hindi10__1202,english200__667,seed_vc_top5_output_sentence1_timbre-hindi10__1202__source-english200__667__seed_vc_s1.wav,reference_sentence2_hindi10__1202_s2.wav,yes,NA,513,ms9mhpn0-5a54kj2y,,,,,,,,,,,,,,
7/31/2026,speaker_identity,5d329756062745001921494a,openvoice,7,5,sourceRef_vs_sourceRef,bottom5,gujarati7__1504,english200__667,source_sentence1_english200__667_s1.wav,source_sentence2_english200__667_s2.wav,yes,same,856,ms9mjmyc-fyxrn8hv,,,,,,,,,,,,,,
7/31/2026,speaker_identity,6a11f7b5ae962e370425461e,openvoice,12,4,output_vs_sourceRef,bottom5,hindi12__1440,english200__667,source_sentence1_english200__667_s1.wav,openvoice_bottom5_output_sentence2_timbre-hindi12__1440__source-english200__667__openvoice_s2.wav,no,NA,1551,ms9mlff2-emwt3bex,,,,,,,,,,,,,,
7/31/2026,speaker_identity,65c10e1bba59f80070501946,openvoice,12,1,output_vs_timbreRef,bottom5,gujarati8__1678,english200__667,reference_sentence1_gujarati8__1678_s1.wav,openvoice_bottom5_output_sentence2_timbre-gujarati8__1678__source-english200__667__openvoice_s2.wav,yes,NA,2530,ms9miv3n-2q4amp49,,,,,,,,,,,,,,
7/31/2026,speaker_identity,5f7e6f9c1212c514f9437e3a,seed_vc,13,1,output_vs_timbreRef,bottom5,hindi26__2354,english584__2197,reference_sentence1_hindi26__2354_s1.wav,seed_vc_bottom5_output_sentence2_timbre-hindi26__2354__source-english584__2197__seed_vc_s2.wav,yes,NA,536,ms9mhpn0-5a54kj2y,,,,,,,,,,,,,,
7/31/2026,speaker_identity,5d329756062745001921494a,openvoice,8,2,timbreRef_vs_timbreRef,bottom5,gujarati8__1678,english200__667,reference_sentence1_gujarati8__1678_s1.wav,reference_sentence2_gujarati8__1678_s2.wav,yes,same,685,ms9mjmyc-fyxrn8hv,,,,,,,,,,,,,,
7/31/2026,speaker_identity,65d306f8b16eb5011ccb2025,openvoice,22,2,timbreRef_vs_timbreRef,bottom5,hindi12__1440,english200__667,reference_sentence1_hindi12__1440_s1.wav,reference_sentence2_hindi12__1440_s2.wav,yes,same,2675,ms9mfirv-dbjlppk0,,,,,,,,,,,,,,
7/31/2026,speaker_identity,6a11f7b5ae962e370425461e,openvoice,13,4,output_vs_sourceRef,top5,hindi19__2206,english584__2197,source_sentence1_english584__2197_s1.wav,openvoice_top5_output_sentence2_timbre-hindi19__2206__source-english584__2197__openvoice_s2.wav,no,NA,692,ms9mlff2-emwt3bex,,,,,,,,,,,,,,
7/31/2026,speaker_identity,5f7e6f9c1212c514f9437e3a,seed_vc,14,4,output_vs_sourceRef,top5,gujarati5__1016,english200__667,source_sentence1_english200__667_s1.wav,seed_vc_top5_output_sentence2_timbre-gujarati5__1016__source-english200__667__seed_vc_s2.wav,no,NA,1370,ms9mhpn0-5a54kj2y,,,,,,,,,,,,,,
7/31/2026,speaker_identity,65c10e1bba59f80070501946,openvoice,13,3,timbreRef_vs_sourceRef,top5,hindi13__1633,english200__667,source_sentence1_english200__667_s1.wav,reference_sentence2_hindi13__1633_s2.wav,no,different,2677,ms9miv3n-2q4amp49,,,,,,,,,,,,,,
7/31/2026,speaker_identity,5d329756062745001921494a,openvoice,9,4,output_vs_sourceRef,top5,hindi19__2206,english584__2197,source_sentence1_english584__2197_s1.wav,openvoice_top5_output_sentence2_timbre-hindi19__2206__source-english584__2197__openvoice_s2.wav,yes,NA,2470,ms9mjmyc-fyxrn8hv,,,,,,,,,,,,,,
7/31/2026,speaker_identity,65d306f8b16eb5011ccb2025,openvoice,23,2,timbreRef_vs_timbreRef,top5,gujarati17__2824,english200__667,reference_sentence1_gujarati17__2824_s1.wav,reference_sentence2_gujarati17__2824_s2.wav,yes,same,2235,ms9mfirv-dbjlppk0,,,,,,,,,,,,,,
7/31/2026,speaker_identity,5f7e6f9c1212c514f9437e3a,seed_vc,15,3,timbreRef_vs_sourceRef,top5,hindi10__1202,english200__667,reference_sentence1_hindi10__1202_s1.wav,source_sentence2_english200__667_s2.wav,no,different,346,ms9mhpn0-5a54kj2y,,,,,,,,,,,,,,
7/31/2026,speaker_identity,6a11f7b5ae962e370425461e,openvoice,14,1,output_vs_timbreRef,top5,hindi19__2206,english584__2197,reference_sentence1_hindi19__2206_s1.wav,openvoice_top5_output_sentence2_timbre-hindi19__2206__source-english584__2197__openvoice_s2.wav,yes,NA,902,ms9mlff2-emwt3bex,,,,,,,,,,,,,,
7/31/2026,speaker_identity,6110888158573651261c3100,openvoice,1,1,output_vs_timbreRef,top5,hindi19__2206,english584__2197,reference_sentence1_hindi19__2206_s1.wav,openvoice_top5_output_sentence2_timbre-hindi19__2206__source-english584__2197__openvoice_s2.wav,yes,NA,1502,ms9mmd22-tjpan9tq,,,,,,,,,,,,,,
7/31/2026,speaker_identity,5d329756062745001921494a,openvoice,10,3,timbreRef_vs_sourceRef,bottom5,hindi7__867,english200__667,source_sentence1_english200__667_s1.wav,reference_sentence2_hindi7__867_s2.wav,no,different,640,ms9mjmyc-fyxrn8hv,,,,,,,,,,,,,,
7/31/2026,speaker_identity,65c10e1bba59f80070501946,openvoice,14,1,output_vs_timbreRef,bottom5,gujarati9__2041,english584__2197,openvoice_bottom5_output_sentence1_timbre-gujarati9__2041__source-english584__2197__openvoice_s1.wav,reference_sentence2_gujarati9__2041_s2.wav,yes,NA,1886,ms9miv3n-2q4amp49,,,,,,,,,,,,,,
7/31/2026,speaker_identity,5f7e6f9c1212c514f9437e3a,seed_vc,16,1,output_vs_timbreRef,top5,hindi19__2206,english584__2197,seed_vc_top5_output_sentence1_timbre-hindi19__2206__source-english584__2197__seed_vc_s1.wav,reference_sentence2_hindi19__2206_s2.wav,yes,NA,924,ms9mhpn0-5a54kj2y,,,,,,,,,,,,,,
7/31/2026,speaker_identity,6a11f7b5ae962e370425461e,openvoice,15,3,timbreRef_vs_sourceRef,top5,gujarati17__2824,english200__667,source_sentence1_english200__667_s1.wav,reference_sentence2_gujarati17__2824_s2.wav,no,different,645,ms9mlff2-emwt3bex,,,,,,,,,,,,,,
7/31/2026,speaker_identity,65c10e1bba59f80070501946,openvoice,15,4,output_vs_sourceRef,top5,hindi13__1633,english200__667,openvoice_top5_output_sentence1_timbre-hindi13__1633__source-english200__667__openvoice_s1.wav,source_sentence2_english200__667_s2.wav,no,NA,2249,ms9miv3n-2q4amp49,,,,,,,,,,,,,,
7/31/2026,speaker_identity,65d306f8b16eb5011ccb2025,openvoice,25,3,timbreRef_vs_sourceRef,bottom5,hindi7__867,english200__667,source_sentence1_english200__667_s1.wav,reference_sentence2_hindi7__867_s2.wav,no,different,2526,ms9mfirv-dbjlppk0,,,,,,,,,,,,,,
7/31/2026,speaker_identity,5f7e6f9c1212c514f9437e3a,seed_vc,18,2,timbreRef_vs_timbreRef,top5,gujarati5__1016,english200__667,reference_sentence1_gujarati5__1016_s1.wav,reference_sentence2_gujarati5__1016_s2.wav,yes,same,449,ms9mhpn0-5a54kj2y,,,,,,,,,,,,,,
7/31/2026,speaker_identity,6a11f7b5ae962e370425461e,openvoice,17,4,output_vs_sourceRef,top5,gujarati17__2824,english200__667,source_sentence1_english200__667_s1.wav,openvoice_top5_output_sentence2_timbre-gujarati17__2824__source-english200__667__openvoice_s2.wav,no,NA,972,ms9mlff2-emwt3bex,,,,,,,,,,,,,,
7/31/2026,speaker_identity,5d329756062745001921494a,openvoice,11,1,output_vs_timbreRef,top5,hindi19__2206,english584__2197,openvoice_top5_output_sentence1_timbre-hindi19__2206__source-english584__2197__openvoice_s1.wav,reference_sentence2_hindi19__2206_s2.wav,yes,NA,2278,ms9mjmyc-fyxrn8hv,,,,,,,,,,,,,,
7/31/2026,speaker_identity,5f7e6f9c1212c514f9437e3a,seed_vc,19,4,output_vs_sourceRef,top5,gujarati16__2558,english200__667,seed_vc_top5_output_sentence1_timbre-gujarati16__2558__source-english200__667__seed_vc_s1.wav,source_sentence2_english200__667_s2.wav,no,NA,967,ms9mhpn0-5a54kj2y,,,,,,,,,,,,,,
