timestamp,experiment,participant,model,trial,condition_id,condition,group,timbre,source,audio1,audio2,response,same_speaker_truth,rt_ms,session_id,age,ethnicity,dialect,first_language,other_languages,gender,speech_disorder,speech_disorder_desc,neurodivergent,neurodivergent_desc,technologies_used,ai_use_frequency,ai_attitude,final_feedback
8/6/2026,accent_dialect,5bcc60b95c2b810001dc68e2,seed_vc,5,4,output_vs_sourceRef,bottom5,hindi13__1633,english200__667,seed_vc_bottom5_output_sentence1_timbre-hindi13__1633__source-english200__667__seed_vc_s1.wav,source_sentence2_english200__667_s2.wav,yes,NA,3994,mshx1tkg-nm50v5h1,,,,,,,,,,,,,,
8/6/2026,accent_dialect,5f9a0b386a200211eea8e2ed,openvoice,9,1,output_vs_timbreRef,top5,gujarati17__2824,english200__667,reference_sentence1_gujarati17__2824_s1.wav,openvoice_top5_output_sentence2_timbre-gujarati17__2824__source-english200__667__openvoice_s2.wav,yes,NA,1253,mshx12l7-4q2zdl3d,,,,,,,,,,,,,,
8/6/2026,accent_dialect,6a1367055e82b8a9a60fcfa7,seed_vc,2,4,output_vs_sourceRef,bottom5,hindi26__2354,english584__2197,source_sentence1_english584__2197_s1.wav,seed_vc_bottom5_output_sentence2_timbre-hindi26__2354__source-english584__2197__seed_vc_s2.wav,no,NA,790,mshx1v8y-latl0nlp,,,,,,,,,,,,,,
8/6/2026,accent_dialect,697cac7d3bedace54477eb48,seed_vc,3,4,output_vs_sourceRef,top5,hindi10__1202,english200__667,seed_vc_top5_output_sentence1_timbre-hindi10__1202__source-english200__667__seed_vc_s1.wav,source_sentence2_english200__667_s2.wav,yes,NA,855,mshx1xj2-rwz9u8wm,,,,,,,,,,,,,,
8/6/2026,accent_dialect,5c7f489defd9e20015751167,openvoice,1,2,timbreRef_vs_timbreRef,top5,gujarati13__2409,english200__667,reference_sentence1_gujarati13__2409_s1.wav,reference_sentence2_gujarati13__2409_s2.wav,yes,same,1741,mshx1b8o-nzqg5c70,,,,,,,,,,,,,,
8/6/2026,accent_dialect,5bcc60b95c2b810001dc68e2,seed_vc,6,3,timbreRef_vs_sourceRef,bottom5,hindi13__1633,english200__667,source_sentence1_english200__667_s1.wav,reference_sentence2_hindi13__1633_s2.wav,no,different,653,mshx1tkg-nm50v5h1,,,,,,,,,,,,,,
8/6/2026,accent_dialect,616b2966d0aee4f9879a656b,seed_vc,1,4,output_vs_sourceRef,bottom5,hindi16__1966,english584__2197,seed_vc_bottom5_output_sentence1_timbre-hindi16__1966__source-english584__2197__seed_vc_s1.wav,source_sentence2_english584__2197_s2.wav,yes,NA,991,mshx22ml-udiw7nts,,,,,,,,,,,,,,
8/6/2026,accent_dialect,5f9a0b386a200211eea8e2ed,openvoice,10,3,timbreRef_vs_sourceRef,bottom5,gujarati7__1504,english200__667,source_sentence1_english200__667_s1.wav,reference_sentence2_gujarati7__1504_s2.wav,no,different,814,mshx12l7-4q2zdl3d,,,,,,,,,,,,,,
8/6/2026,accent_dialect,6a1367055e82b8a9a60fcfa7,seed_vc,3,2,timbreRef_vs_timbreRef,top5,hindi10__1202,english200__667,reference_sentence1_hindi10__1202_s1.wav,reference_sentence2_hindi10__1202_s2.wav,yes,same,467,mshx1v8y-latl0nlp,,,,,,,,,,,,,,
8/6/2026,accent_dialect,697cac7d3bedace54477eb48,seed_vc,4,4,output_vs_sourceRef,top5,hindi2__587,english584__2197,source_sentence1_english584__2197_s1.wav,seed_vc_top5_output_sentence2_timbre-hindi2__587__source-english584__2197__seed_vc_s2.wav,yes,NA,644,mshx1xj2-rwz9u8wm,,,,,,,,,,,,,,
8/6/2026,accent_dialect,66ecded667f721bca7e5609d,openvoice,1,3,timbreRef_vs_sourceRef,bottom5,hindi12__1440,english200__667,source_sentence1_english200__667_s1.wav,reference_sentence2_hindi12__1440_s2.wav,no,different,1561,mshx1cdz-fe8mzg47,,,,,,,,,,,,,,
8/6/2026,accent_dialect,662e89416a1d494ac9e84af3,seed_vc,1,6,sourceRef_vs_sourceRef_cross,NA,NA,english200__667__vs__english584__2197,source_sentence1_english200__667_s1.wav,source_sentence2_english584__2197_s2.wav,no,same,1225,mshx1noc-eiuxz5bz,,,,,,,,,,,,,,
8/6/2026,accent_dialect,5c7f489defd9e20015751167,openvoice,2,2,timbreRef_vs_timbreRef,top5,hindi19__2206,english584__2197,reference_sentence1_hindi19__2206_s1.wav,reference_sentence2_hindi19__2206_s2.wav,no,same,2099,mshx1b8o-nzqg5c70,,,,,,,,,,,,,,
8/6/2026,accent_dialect,6a0e24dc9563561507623d39,seed_vc,1,1,output_vs_timbreRef,top5,hindi2__587,english584__2197,reference_sentence1_hindi2__587_s1.wav,seed_vc_top5_output_sentence2_timbre-hindi2__587__source-english584__2197__seed_vc_s2.wav,yes,NA,1405,mshx1i80-yps2tnia,,,,,,,,,,,,,,
8/6/2026,accent_dialect,6a1367055e82b8a9a60fcfa7,seed_vc,4,4,output_vs_sourceRef,top5,hindi10__1202,english200__667,seed_vc_top5_output_sentence1_timbre-hindi10__1202__source-english200__667__seed_vc_s1.wav,source_sentence2_english200__667_s2.wav,no,NA,505,mshx1v8y-latl0nlp,,,,,,,,,,,,,,
8/6/2026,accent_dialect,5bcc60b95c2b810001dc68e2,seed_vc,7,3,timbreRef_vs_sourceRef,top5,gujarati5__1016,english200__667,reference_sentence1_gujarati5__1016_s1.wav,source_sentence2_english200__667_s2.wav,no,different,2257,mshx1tkg-nm50v5h1,,,,,,,,,,,,,,
8/6/2026,accent_dialect,616b2966d0aee4f9879a656b,seed_vc,2,3,timbreRef_vs_sourceRef,top5,hindi19__2206,english584__2197,reference_sentence1_hindi19__2206_s1.wav,source_sentence2_english584__2197_s2.wav,no,different,881,mshx22ml-udiw7nts,,,,,,,,,,,,,,
8/6/2026,accent_dialect,66bfe5ecc23f1e2109f144d6,seed_vc,1,2,timbreRef_vs_timbreRef,top5,gujarati16__2558,english200__667,reference_sentence1_gujarati16__2558_s1.wav,reference_sentence2_gujarati16__2558_s2.wav,no,same,2217,mshx1kb9-31qzhrfj,,,,,,,,,,,,,,
8/6/2026,accent_dialect,5f9a0b386a200211eea8e2ed,openvoice,11,4,output_vs_sourceRef,bottom5,gujarati7__1504,english200__667,openvoice_bottom5_output_sentence1_timbre-gujarati7__1504__source-english200__667__openvoice_s1.wav,source_sentence2_english200__667_s2.wav,yes,NA,785,mshx12l7-4q2zdl3d,,,,,,,,,,,,,,
8/6/2026,accent_dialect,697cac7d3bedace54477eb48,seed_vc,5,1,output_vs_timbreRef,bottom5,hindi21__2236,english584__2197,seed_vc_bottom5_output_sentence1_timbre-hindi21__2236__source-english584__2197__seed_vc_s1.wav,reference_sentence2_hindi21__2236_s2.wav,no,NA,584,mshx1xj2-rwz9u8wm,,,,,,,,,,,,,,
8/6/2026,accent_dialect,66ecded667f721bca7e5609d,openvoice,2,2,timbreRef_vs_timbreRef,bottom5,gujarati9__2041,english584__2197,reference_sentence1_gujarati9__2041_s1.wav,reference_sentence2_gujarati9__2041_s2.wav,yes,same,1269,mshx1cdz-fe8mzg47,,,,,,,,,,,,,,
8/6/2026,accent_dialect,69e56c8f8677d3d655d61941,openvoice,1,2,timbreRef_vs_timbreRef,bottom5,hindi7__867,english200__667,reference_sentence1_hindi7__867_s1.wav,reference_sentence2_hindi7__867_s2.wav,yes,same,829,mshx21dr-ejpalixz,,,,,,,,,,,,,,
8/6/2026,accent_dialect,662e89416a1d494ac9e84af3,seed_vc,2,6,sourceRef_vs_sourceRef_cross,NA,NA,english584__2197__vs__english200__667,source_sentence1_english584__2197_s1.wav,source_sentence2_english200__667_s2.wav,yes,same,3650,mshx1noc-eiuxz5bz,,,,,,,,,,,,,,
8/6/2026,accent_dialect,63614af3f714542282bd139b,openvoice,1,2,timbreRef_vs_timbreRef,bottom5,gujarati7__1504,english200__667,reference_sentence1_gujarati7__1504_s1.wav,reference_sentence2_gujarati7__1504_s2.wav,yes,same,1267,mshx1g5d-rwgo0ae5,,,,,,,,,,,,,,
8/6/2026,accent_dialect,5c7f489defd9e20015751167,openvoice,3,1,output_vs_timbreRef,top5,hindi13__1633,english200__667,reference_sentence1_hindi13__1633_s1.wav,openvoice_top5_output_sentence2_timbre-hindi13__1633__source-english200__667__openvoice_s2.wav,no,NA,896,mshx1b8o-nzqg5c70,,,,,,,,,,,,,,
8/6/2026,accent_dialect,5bcc60b95c2b810001dc68e2,seed_vc,8,3,timbreRef_vs_sourceRef,top5,gujarati16__2558,english200__667,source_sentence1_english200__667_s1.wav,reference_sentence2_gujarati16__2558_s2.wav,no,different,583,mshx1tkg-nm50v5h1,,,,,,,,,,,,,,
8/6/2026,accent_dialect,5f23b7f1c920f1000baef3b1,openvoice,1,4,output_vs_sourceRef,bottom5,gujarati8__1678,english200__667,openvoice_bottom5_output_sentence1_timbre-gujarati8__1678__source-english200__667__openvoice_s1.wav,source_sentence2_english200__667_s2.wav,no,NA,3516,mshx1j9z-o5ud5lwi,,,,,,,,,,,,,,
8/6/2026,accent_dialect,6a0e24dc9563561507623d39,seed_vc,2,4,output_vs_sourceRef,top5,gujarati16__2558,english200__667,source_sentence1_english200__667_s1.wav,seed_vc_top5_output_sentence2_timbre-gujarati16__2558__source-english200__667__seed_vc_s2.wav,yes,NA,1908,mshx1i80-yps2tnia,,,,,,,,,,,,,,
8/6/2026,accent_dialect,5f9a0b386a200211eea8e2ed,openvoice,12,4,output_vs_sourceRef,bottom5,hindi12__1440,english200__667,source_sentence1_english200__667_s1.wav,openvoice_bottom5_output_sentence2_timbre-hindi12__1440__source-english200__667__openvoice_s2.wav,yes,NA,3048,mshx12l7-4q2zdl3d,,,,,,,,,,,,,,
8/6/2026,accent_dialect,66ecded667f721bca7e5609d,openvoice,3,4,output_vs_sourceRef,top5,gujarati17__2824,english200__667,source_sentence1_english200__667_s1.wav,openvoice_top5_output_sentence2_timbre-gujarati17__2824__source-english200__667__openvoice_s2.wav,yes,NA,1117,mshx1cdz-fe8mzg47,,,,,,,,,,,,,,
8/6/2026,accent_dialect,6a1367055e82b8a9a60fcfa7,seed_vc,5,2,timbreRef_vs_timbreRef,bottom5,hindi21__2236,english584__2197,reference_sentence1_hindi21__2236_s1.wav,reference_sentence2_hindi21__2236_s2.wav,yes,same,506,mshx1v8y-latl0nlp,,,,,,,,,,,,,,
8/6/2026,accent_dialect,69f8501bd7faed68d0b7674d,seed_vc,1,1,output_vs_timbreRef,bottom5,hindi26__2354,english584__2197,seed_vc_bottom5_output_sentence1_timbre-hindi26__2354__source-english584__2197__seed_vc_s1.wav,reference_sentence2_hindi26__2354_s2.wav,no,NA,875,mshx1y1e-i99t9og9,,,,,,,,,,,,,,
8/6/2026,accent_dialect,616b2966d0aee4f9879a656b,seed_vc,3,2,timbreRef_vs_timbreRef,bottom5,hindi26__2354,english584__2197,reference_sentence1_hindi26__2354_s1.wav,reference_sentence2_hindi26__2354_s2.wav,yes,same,694,mshx22ml-udiw7nts,,,,,,,,,,,,,,
8/6/2026,accent_dialect,697cac7d3bedace54477eb48,seed_vc,6,4,output_vs_sourceRef,bottom5,gujarati4__610,english200__667,source_sentence1_english200__667_s1.wav,seed_vc_bottom5_output_sentence2_timbre-gujarati4__610__source-english200__667__seed_vc_s2.wav,no,NA,3027,mshx1xj2-rwz9u8wm,,,,,,,,,,,,,,
8/6/2026,accent_dialect,66bfe5ecc23f1e2109f144d6,seed_vc,2,1,output_vs_timbreRef,bottom5,hindi13__1633,english200__667,seed_vc_bottom5_output_sentence1_timbre-hindi13__1633__source-english200__667__seed_vc_s1.wav,reference_sentence2_hindi13__1633_s2.wav,no,NA,2904,mshx1kb9-31qzhrfj,,,,,,,,,,,,,,
8/6/2026,accent_dialect,69e56c8f8677d3d655d61941,openvoice,2,2,timbreRef_vs_timbreRef,top5,gujarati17__2824,english200__667,reference_sentence1_gujarati17__2824_s1.wav,reference_sentence2_gujarati17__2824_s2.wav,yes,same,1465,mshx21dr-ejpalixz,,,,,,,,,,,,,,
8/6/2026,accent_dialect,662e89416a1d494ac9e84af3,seed_vc,3,5,sourceRef_vs_sourceRef,bottom5,gujarati4__610,english200__667,source_sentence1_english200__667_s1.wav,source_sentence2_english200__667_s2.wav,yes,same,1054,mshx1noc-eiuxz5bz,,,,,,,,,,,,,,
8/6/2026,accent_dialect,55aa9c8dfdf99b634b427b9a,openvoice,1,4,output_vs_sourceRef,bottom5,gujarati8__1678,english200__667,source_sentence1_english200__667_s1.wav,openvoice_bottom5_output_sentence2_timbre-gujarati8__1678__source-english200__667__openvoice_s2.wav,yes,NA,1273,mshx21h5-or0h8zxy,,,,,,,,,,,,,,
8/6/2026,accent_dialect,6a0e24dc9563561507623d39,seed_vc,3,1,output_vs_timbreRef,bottom5,hindi16__1966,english584__2197,reference_sentence1_hindi16__1966_s1.wav,seed_vc_bottom5_output_sentence2_timbre-hindi16__1966__source-english584__2197__seed_vc_s2.wav,no,NA,1483,mshx1i80-yps2tnia,,,,,,,,,,,,,,
8/6/2026,accent_dialect,5c7f489defd9e20015751167,openvoice,4,3,timbreRef_vs_sourceRef,bottom5,hindi12__1440,english200__667,reference_sentence1_hindi12__1440_s1.wav,source_sentence2_english200__667_s2.wav,no,different,1739,mshx1b8o-nzqg5c70,,,,,,,,,,,,,,
8/6/2026,accent_dialect,5f23b7f1c920f1000baef3b1,openvoice,2,4,output_vs_sourceRef,bottom5,gujarati7__1504,english200__667,openvoice_bottom5_output_sentence1_timbre-gujarati7__1504__source-english200__667__openvoice_s1.wav,source_sentence2_english200__667_s2.wav,yes,NA,749,mshx1j9z-o5ud5lwi,,,,,,,,,,,,,,
8/6/2026,accent_dialect,697cac7d3bedace54477eb48,seed_vc,7,1,output_vs_timbreRef,top5,hindi19__2206,english584__2197,reference_sentence1_hindi19__2206_s1.wav,seed_vc_top5_output_sentence2_timbre-hindi19__2206__source-english584__2197__seed_vc_s2.wav,yes,NA,677,mshx1xj2-rwz9u8wm,,,,,,,,,,,,,,
8/6/2026,accent_dialect,616b2966d0aee4f9879a656b,seed_vc,4,2,timbreRef_vs_timbreRef,top5,gujarati16__2558,english200__667,reference_sentence1_gujarati16__2558_s1.wav,reference_sentence2_gujarati16__2558_s2.wav,yes,same,2942,mshx22ml-udiw7nts,,,,,,,,,,,,,,
8/6/2026,accent_dialect,6a1367055e82b8a9a60fcfa7,seed_vc,6,2,timbreRef_vs_timbreRef,bottom5,hindi13__1633,english200__667,reference_sentence1_hindi13__1633_s1.wav,reference_sentence2_hindi13__1633_s2.wav,no,same,1290,mshx1v8y-latl0nlp,,,,,,,,,,,,,,
8/6/2026,accent_dialect,69f8501bd7faed68d0b7674d,seed_vc,2,3,timbreRef_vs_sourceRef,top5,gujarati16__2558,english200__667,reference_sentence1_gujarati16__2558_s1.wav,source_sentence2_english200__667_s2.wav,yes,different,1079,mshx1y1e-i99t9og9,,,,,,,,,,,,,,
8/6/2026,accent_dialect,69d8eab7b04ea057a65bdb4d,seed_vc,1,2,timbreRef_vs_timbreRef,bottom5,hindi16__1966,english584__2197,reference_sentence1_hindi16__1966_s1.wav,reference_sentence2_hindi16__1966_s2.wav,yes,same,1316,mshx26fg-o3ecmoil,,,,,,,,,,,,,,
8/6/2026,accent_dialect,6547eba1d8a02576605bcfb2,seed_vc,1,4,output_vs_sourceRef,top5,hindi2__587,english584__2197,source_sentence1_english584__2197_s1.wav,seed_vc_top5_output_sentence2_timbre-hindi2__587__source-english584__2197__seed_vc_s2.wav,yes,NA,3936,mshx1oqt-v9obb1yn,,,,,,,,,,,,,,
8/6/2026,accent_dialect,662e89416a1d494ac9e84af3,seed_vc,4,1,output_vs_timbreRef,bottom5,hindi21__2236,english584__2197,seed_vc_bottom5_output_sentence1_timbre-hindi21__2236__source-english584__2197__seed_vc_s1.wav,reference_sentence2_hindi21__2236_s2.wav,yes,NA,847,mshx1noc-eiuxz5bz,,,,,,,,,,,,,,
8/6/2026,accent_dialect,69dd3ed63fbfe7bbbf3aac15,seed_vc,1,3,timbreRef_vs_sourceRef,top5,hindi19__2206,english584__2197,reference_sentence1_hindi19__2206_s1.wav,source_sentence2_english584__2197_s2.wav,yes,different,1129,mshx2awr-phq5g4iy,,,,,,,,,,,,,,
8/6/2026,accent_dialect,69e56c8f8677d3d655d61941,openvoice,3,4,output_vs_sourceRef,bottom5,hindi7__867,english200__667,openvoice_bottom5_output_sentence1_timbre-hindi7__867__source-english200__667__openvoice_s1.wav,source_sentence2_english200__667_s2.wav,no,NA,1661,mshx21dr-ejpalixz,,,,,,,,,,,,,,
8/6/2026,accent_dialect,5f23b7f1c920f1000baef3b1,openvoice,3,3,timbreRef_vs_sourceRef,top5,hindi19__2206,english584__2197,reference_sentence1_hindi19__2206_s1.wav,source_sentence2_english584__2197_s2.wav,no,different,2440,mshx1j9z-o5ud5lwi,,,,,,,,,,,,,,
8/6/2026,accent_dialect,5f9a0b386a200211eea8e2ed,openvoice,14,4,output_vs_sourceRef,top5,gujarati11__2301,english584__2197,source_sentence1_english584__2197_s1.wav,openvoice_top5_output_sentence2_timbre-gujarati11__2301__source-english584__2197__openvoice_s2.wav,no,NA,1405,mshx12l7-4q2zdl3d,,,,,,,,,,,,,,
8/6/2026,accent_dialect,6a0e24dc9563561507623d39,seed_vc,4,1,output_vs_timbreRef,top5,gujarati5__1016,english200__667,reference_sentence1_gujarati5__1016_s1.wav,seed_vc_top5_output_sentence2_timbre-gujarati5__1016__source-english200__667__seed_vc_s2.wav,no,NA,1419,mshx1i80-yps2tnia,,,,,,,,,,,,,,
8/6/2026,accent_dialect,5d0c10124b68150015fd5bca,seed_vc,1,1,output_vs_timbreRef,bottom5,hindi13__1633,english200__667,seed_vc_bottom5_output_sentence1_timbre-hindi13__1633__source-english200__667__seed_vc_s1.wav,reference_sentence2_hindi13__1633_s2.wav,no,NA,1604,mshx20qr-j6nfdb19,,,,,,,,,,,,,,
8/6/2026,accent_dialect,69fcae003b080bd0cacb7412,seed_vc,1,4,output_vs_sourceRef,bottom5,hindi16__1966,english584__2197,seed_vc_bottom5_output_sentence1_timbre-hindi16__1966__source-english584__2197__seed_vc_s1.wav,source_sentence2_english584__2197_s2.wav,yes,NA,1167,mshx1u62-fqxouafe,,,,,,,,,,,,,,
8/6/2026,accent_dialect,6a1367055e82b8a9a60fcfa7,seed_vc,7,1,output_vs_timbreRef,top5,hindi2__587,english584__2197,reference_sentence1_hindi2__587_s1.wav,seed_vc_top5_output_sentence2_timbre-hindi2__587__source-english584__2197__seed_vc_s2.wav,yes,NA,1668,mshx1v8y-latl0nlp,,,,,,,,,,,,,,
8/6/2026,accent_dialect,6547eba1d8a02576605bcfb2,seed_vc,2,2,timbreRef_vs_timbreRef,top5,hindi2__587,english584__2197,reference_sentence1_hindi2__587_s1.wav,reference_sentence2_hindi2__587_s2.wav,no,same,1075,mshx1oqt-v9obb1yn,,,,,,,,,,,,,,
8/6/2026,accent_dialect,69d8eab7b04ea057a65bdb4d,seed_vc,2,4,output_vs_sourceRef,top5,hindi2__587,english584__2197,seed_vc_top5_output_sentence1_timbre-hindi2__587__source-english584__2197__seed_vc_s1.wav,source_sentence2_english584__2197_s2.wav,no,NA,645,mshx26fg-o3ecmoil,,,,,,,,,,,,,,
8/6/2026,accent_dialect,69f8501bd7faed68d0b7674d,seed_vc,3,2,timbreRef_vs_timbreRef,bottom5,hindi13__1633,english200__667,reference_sentence1_hindi13__1633_s1.wav,reference_sentence2_hindi13__1633_s2.wav,yes,same,671,mshx1y1e-i99t9og9,,,,,,,,,,,,,,
8/6/2026,accent_dialect,63614af3f714542282bd139b,openvoice,4,6,sourceRef_vs_sourceRef_cross,NA,NA,english200__667__vs__english584__2197,source_sentence1_english200__667_s1.wav,source_sentence2_english584__2197_s2.wav,yes,same,1469,mshx1g5d-rwgo0ae5,,,,,,,,,,,,,,
8/6/2026,accent_dialect,5f23b7f1c920f1000baef3b1,openvoice,4,1,output_vs_timbreRef,top5,hindi19__2206,english584__2197,reference_sentence1_hindi19__2206_s1.wav,openvoice_top5_output_sentence2_timbre-hindi19__2206__source-english584__2197__openvoice_s2.wav,yes,NA,963,mshx1j9z-o5ud5lwi,,,,,,,,,,,,,,
8/6/2026,accent_dialect,5bdf8d7eee652a0001f0999c,seed_vc,1,1,output_vs_timbreRef,bottom5,hindi21__2236,english584__2197,seed_vc_bottom5_output_sentence1_timbre-hindi21__2236__source-english584__2197__seed_vc_s1.wav,reference_sentence2_hindi21__2236_s2.wav,yes,NA,1326,mshx2exz-hb5k5jbj,,,,,,,,,,,,,,
8/6/2026,accent_dialect,662e89416a1d494ac9e84af3,seed_vc,5,3,timbreRef_vs_sourceRef,top5,hindi19__2206,english584__2197,reference_sentence1_hindi19__2206_s1.wav,source_sentence2_english584__2197_s2.wav,no,different,837,mshx1noc-eiuxz5bz,,,,,,,,,,,,,,
8/6/2026,accent_dialect,697cac7d3bedace54477eb48,seed_vc,8,4,output_vs_sourceRef,bottom5,hindi26__2354,english584__2197,seed_vc_bottom5_output_sentence1_timbre-hindi26__2354__source-english584__2197__seed_vc_s1.wav,source_sentence2_english584__2197_s2.wav,yes,NA,719,mshx1xj2-rwz9u8wm,,,,,,,,,,,,,,
8/6/2026,accent_dialect,5f9a0b386a200211eea8e2ed,openvoice,15,1,output_vs_timbreRef,top5,gujarati13__2409,english200__667,reference_sentence1_gujarati13__2409_s1.wav,openvoice_top5_output_sentence2_timbre-gujarati13__2409__source-english200__667__openvoice_s2.wav,no,NA,1351,mshx12l7-4q2zdl3d,,,,,,,,,,,,,,
8/6/2026,accent_dialect,69fcae003b080bd0cacb7412,seed_vc,2,2,timbreRef_vs_timbreRef,bottom5,hindi16__1966,english584__2197,reference_sentence1_hindi16__1966_s1.wav,reference_sentence2_hindi16__1966_s2.wav,yes,same,1585,mshx1u62-fqxouafe,,,,,,,,,,,,,,
8/6/2026,accent_dialect,69e5649666d18ba4b364db04,seed_vc,1,3,timbreRef_vs_sourceRef,bottom5,hindi13__1633,english200__667,reference_sentence1_hindi13__1633_s1.wav,source_sentence2_english200__667_s2.wav,no,different,1121,mshx1d1v-e1n34r5j,,,,,,,,,,,,,,
8/6/2026,accent_dialect,6a1367055e82b8a9a60fcfa7,seed_vc,8,2,timbreRef_vs_timbreRef,top5,hindi19__2206,english584__2197,reference_sentence1_hindi19__2206_s1.wav,reference_sentence2_hindi19__2206_s2.wav,no,same,589,mshx1v8y-latl0nlp,,,,,,,,,,,,,,
8/6/2026,accent_dialect,69dd3ed63fbfe7bbbf3aac15,seed_vc,3,2,timbreRef_vs_timbreRef,bottom5,gujarati4__610,english200__667,reference_sentence1_gujarati4__610_s1.wav,reference_sentence2_gujarati4__610_s2.wav,yes,same,1509,mshx2awr-phq5g4iy,,,,,,,,,,,,,,
